Sentence_id,Type
INDRES380,Responsibility
INDREQ5752,Responsibility
COGREQ23981,Requirement
COGSSK29016,Responsibility
INDEXP28144,Education
COGEXP28214,Experience
HONREQ3184,Responsibility
HONREQ2952,Requirement
PHERES10517,Responsibility
COGREQ22498,Requirement
UAEREQ13692,SoftSkill
COGREQ30699,Responsibility
UAESSK48928,SoftSkill
COGRES39137,Responsibility
INDSSK42184,SoftSkill
HONREQ46354,Requirement
HONEDU8781,Responsibility
UAEEXP1613,Experience
COGRES4378,Responsibility
HONEXP33112,Requirement
INDRES22006,Responsibility
COGEDU30282,Education
GERREQ35175,Responsibility
HONSSK11046,SoftSkill
INDRES14262,Responsibility
COGSSK24593,SoftSkill
GEREXP8569,Experience
COGEXP6847,Experience
COGSKL22211,Skill
PHEREQ501,Requirement
HONREQ8848,Responsibility
UAEREQ38403,Education
INDRES41091,Responsibility
HONRES36736,Responsibility
HONRES3010,Responsibility
INDEDU9198,Experience
UAEREQ16475,Requirement
PHESSK4277,SoftSkill
COGRES1748,Responsibility
HONSKL1303,Skill
INDREQ7051,SoftSkill
PHEREQ24830,Requirement
HONEXP23366,Experience
UAEEXP30331,Experience
UAEREQ31969,Education
HONSKL37708,Responsibility
GEREXP32551,SoftSkill
COGEXP16473,Experience
GEREXP1559,Experience
GERREQ3175,SoftSkill
INDSKL2472,Responsibility
UAERES16423,Responsibility
COGSSK39710,SoftSkill
GERRES17350,Responsibility
UAESKL39905,Responsibility
COGEXP21791,Experience
GERRES25194,SoftSkill
PHEEXP37241,Experience
INDRES1085,Responsibility
HONRES44785,Responsibility
GEREXP17334,Experience
INDRES11796,Responsibility
INDRES25191,Responsibility
PHEREQ9420,Requirement
INDREQ6336,Requirement
HONRES38390,Responsibility
COGRES18603,Responsibility
COGREQ30260,Requirement
UAEEXP16289,Experience
GERSSK33631,Responsibility
COGEXP38304,Experience
COGEXP33266,Experience
GEREXP33366,Experience
COGRES19363,Requirement
GERRES19483,SoftSkill
INDEXP48598,Experience
UAERES47091,Responsibility
COGREQ38830,Requirement
COGRES1533,Responsibility
HONRES11495,Responsibility
INDSSK39339,Responsibility
PHERES11487,Responsibility
UAESSK12222,Responsibility
PHESSK52551,SoftSkill
INDRES11952,Responsibility
COGEXP6936,Experience
INDRES18661,Responsibility
UAERES9475,Responsibility
COGREQ16317,Requirement
GERRES42341,Responsibility
INDRES52326,Responsibility
PHESSK21185,Requirement
HONREQ47424,Requirement
PHEEXP12103,Experience
HONREQ15442,Skill
GERSSK18800,Requirement
INDRES23755,Responsibility
PHEREQ11574,Requirement
INDRES15538,Responsibility
INDSSK20179,Responsibility
PHERES6325,Responsibility
HONRES30032,Responsibility
HONSKL31747,Requirement
HONRES14917,Responsibility
INDREQ41865,SoftSkill
COGSKL50613,Requirement
HONSKL34616,Responsibility
UAEREQ1590,Experience
PHEEXP9850,Responsibility
GERRES7844,Responsibility
COGSSK19934,Responsibility
GERRES11164,Requirement
HONEDU15343,Education
COGREQ15872,Requirement
HONREQ19787,Requirement
HONEXP29692,Experience
HONREQ10461,Responsibility
GERRES50787,Responsibility
COGREQ27201,Skill
PHEREQ52799,Responsibility
COGSSK14177,Responsibility
PHEREQ7934,Responsibility
HONRES16904,Responsibility
UAESKL13038,Responsibility
INDSKL40893,Skill
GERRES46364,Responsibility
COGSKL16068,Requirement
HONSSK27238,Responsibility
UAESSK44798,SoftSkill
COGEDU3707,Experience
GERSKL11225,SoftSkill
HONSKL11920,Requirement
INDSKL42523,Skill
UAERES15513,Responsibility
INDREQ18824,Requirement
INDSKL10559,Skill
HONSKL18783,SoftSkill
INDEDU285,Requirement
COGSSK4951,SoftSkill
INDSKL16716,Requirement
HONSSK980,Responsibility
COGSKL7689,Responsibility
GERREQ11941,Responsibility
UAERES51408,Responsibility
COGREQ2038,Experience
COGEXP37518,Experience
INDEXP20351,Experience
GERREQ10872,SoftSkill
HONSKL38519,Requirement
HONRES8519,Requirement
PHERES19417,Responsibility
GEREXP1866,Responsibility
GERSKL16513,Skill
PHEEDU35938,Education
UAERES38482,Responsibility
COGRES22689,Responsibility
INDRES44461,Responsibility
COGREQ1304,Responsibility
GERRES42210,Responsibility
INDREQ17166,Requirement
HONEDU13336,Education
GERRES7678,Responsibility
HONREQ19090,Requirement
PHEREQ48949,Responsibility
COGSKL25261,Responsibility
PHERES18046,Responsibility
GERREQ35418,Requirement
INDEDU13192,Responsibility
HONSKL10317,Skill
COGSSK6037,Responsibility
GERRES45923,Responsibility
GERREQ26356,Requirement
INDREQ20077,Responsibility
HONRES6706,Responsibility
INDREQ20205,Requirement
UAEREQ12659,Responsibility
PHEEXP24983,Experience
COGSSK31765,SoftSkill
GEREXP46926,Experience
PHESSK7453,SoftSkill
UAEREQ11778,Requirement
COGSSK12565,Requirement
GERREQ18660,Requirement
INDSKL43805,Responsibility
INDRES4497,Responsibility
PHESSK50081,SoftSkill
UAESSK10099,SoftSkill
COGRES12877,Responsibility
PHERES11448,Responsibility
COGRES50609,Responsibility
GEREDU7963,Education
PHEEXP8039,Experience
COGRES11985,Responsibility
PHEEXP20252,Experience
PHESKL5448,Skill
UAEREQ35430,Responsibility
PHEREQ8223,Requirement
PHEREQ21356,Requirement
INDSSK1277,Skill
PHESSK33204,SoftSkill
PHEEXP35611,Experience
UAEEXP16457,Experience
INDREQ51841,SoftSkill
GERREQ9631,Responsibility
PHEEXP14068,Experience
HONEXP47368,Experience
HONRES31315,Responsibility
UAESKL2798,Skill
INDSSK20508,Responsibility
UAEEDU8194,Education
GERREQ15512,Requirement
PHEREQ8364,Responsibility
UAEREQ52519,Requirement
INDREQ49658,Requirement
COGSSK40552,SoftSkill
PHESSK47015,Requirement
UAEEDU41153,Education
UAESSK18695,SoftSkill
UAEEDU40866,Education
GERSKL13483,Responsibility
PHEEXP3116,Experience
HONEDU48724,Education
UAEREQ22862,Requirement
GERRES2478,Responsibility
HONEXP41653,Experience
HONRES43965,Skill
PHEEXP18253,Experience
GERRES4792,Responsibility
HONRES45518,Responsibility
HONSSK45336,SoftSkill
GERSSK28662,SoftSkill
UAERES26234,Responsibility
COGEXP38198,Experience
PHEREQ7745,Requirement
UAESKL19360,Requirement
PHESKL7203,Requirement
COGREQ860,Experience
GERRES9795,Responsibility
PHEEXP45062,Experience
COGREQ1693,Requirement
INDREQ2782,Requirement
INDREQ42022,Skill
GERRES10207,Responsibility
GEREXP21393,Experience
HONSSK10945,Responsibility
GERREQ45536,Requirement
GERRES11329,Responsibility
GERSKL14648,Skill
HONSSK9726,SoftSkill
PHERES44655,Responsibility
GERREQ45239,Requirement
PHEEXP1736,Experience
HONRES47566,Responsibility
GERRES7850,Responsibility
GERREQ43306,Requirement
PHERES19488,Responsibility
INDEXP15555,Experience
GEREXP44611,Experience
INDREQ18034,Requirement
UAEEXP28711,Experience
COGRES14857,Responsibility
GERSSK18511,Requirement
GERSSK3046,Skill
INDREQ11302,Responsibility
GEREXP48307,Experience
INDRES2038,Responsibility
INDREQ39431,Responsibility
INDSSK3372,Responsibility
INDRES7463,Responsibility
UAERES47187,Responsibility
PHESSK18727,Requirement
INDREQ16708,Responsibility
GEREXP6936,Experience
INDRES7651,Responsibility
GERSKL5255,Requirement
PHERES11808,Responsibility
COGRES6811,Responsibility
COGREQ14179,Requirement
PHEREQ22828,Requirement
HONEDU18389,Education
UAESKL17068,Skill
COGSKL17306,Responsibility
COGRES29115,Responsibility
UAEEDU12368,Education
HONEXP21349,Experience
HONSSK22874,SoftSkill
INDEXP5226,Skill
UAESKL27826,Skill
INDSKL29468,Requirement
COGEDU11996,Education
PHESSK3502,SoftSkill
HONSSK7532,SoftSkill
HONREQ2007,Requirement
UAESSK30124,Responsibility
HONSKL499,Skill
HONSSK25176,Requirement
PHEEXP9579,Experience
HONEXP44062,Experience
UAEREQ22507,Requirement
UAERES9361,Responsibility
COGEDU31331,Responsibility
PHEREQ43835,Education
UAEEXP3739,Experience
HONSKL12745,Requirement
GERRES45829,Responsibility
HONRES5293,Responsibility
GEREXP46314,Experience
COGRES44005,Responsibility
COGSKL24078,Skill
HONREQ13299,Experience
GERSKL3985,Skill
GERSSK40316,Responsibility
HONRES32426,Responsibility
HONREQ18070,Requirement
COGRES47219,Responsibility
GERRES18575,Skill
PHEREQ37427,Responsibility
HONSSK19150,SoftSkill
INDEDU8229,Education
UAEREQ11701,Skill
UAERES4399,Responsibility
INDEXP8343,Experience
UAERES41516,Responsibility
PHERES13046,SoftSkill
INDEXP43044,Education
COGRES17433,Responsibility
UAESKL4953,Skill
COGREQ15996,Skill
HONRES12564,Responsibility
GERREQ25450,Responsibility
PHESSK11061,SoftSkill
GEREXP3643,Experience
COGSSK7988,Requirement
COGSKL20043,Responsibility
HONEDU14946,Education
PHEEDU37618,Education
PHEREQ45982,Requirement
HONREQ14729,Requirement
HONRES10175,Responsibility
HONRES7814,Responsibility
COGRES51544,Responsibility
GEREDU26057,Education
UAERES18332,Responsibility
COGEDU40765,Education
HONEDU16948,Education
GERSSK11955,SoftSkill
PHERES5086,Responsibility
COGRES34674,Responsibility
COGSKL3927,Skill
HONRES49991,Responsibility
INDEXP7610,SoftSkill
PHEREQ37227,Requirement
GEREDU10505,Education
INDRES2036,Skill
UAESSK8605,SoftSkill
GERREQ2200,Education
UAERES52708,Responsibility
HONREQ7691,Requirement
INDSSK6341,SoftSkill
UAEREQ16898,Requirement
COGRES3186,Responsibility
GERSSK21041,Responsibility
INDEDU20727,Education
GEREXP13790,Responsibility
PHEEDU5541,Education
INDRES19774,Responsibility
PHEEDU40856,Responsibility
GERREQ39892,Skill
COGSSK29828,Requirement
PHESSK11426,Responsibility
HONRES27859,Responsibility
GERRES6418,Responsibility
COGRES6652,Responsibility
GERREQ13505,Requirement
PHESKL39132,Requirement
UAESKL3705,Responsibility
UAEEDU604,Education
HONEDU21536,Education
GERRES21259,Responsibility
COGRES26618,Responsibility
UAESKL44050,Responsibility
PHERES21088,Responsibility
COGEXP7328,SoftSkill
HONEXP14931,Experience
GERREQ39771,Requirement
PHEEXP16404,Experience
UAEREQ44201,Requirement
HONRES23930,Responsibility
GERSSK26831,SoftSkill
GEREDU14572,Responsibility
HONSKL3341,Responsibility
UAEEDU19716,Education
COGSSK13019,Requirement
GERRES4998,Responsibility
UAERES47888,Responsibility
INDRES17892,Responsibility
PHESSK7319,Requirement
INDRES16473,Responsibility
UAERES21759,SoftSkill
INDEXP21005,Experience
PHERES19801,Responsibility
INDREQ19168,Responsibility
COGSKL38630,Requirement
PHEEXP16078,Experience
INDEXP5908,Experience
PHEEDU23157,Education
HONREQ28178,Requirement
COGRES36272,Responsibility
HONSSK5306,Requirement
GERREQ43658,Requirement
HONRES43150,Responsibility
INDSSK21390,Skill
PHERES17655,Responsibility
HONEXP34257,Experience
HONSSK21153,SoftSkill
GERRES3854,Skill
INDSKL17947,Skill
INDREQ32886,Responsibility
HONREQ24435,Experience
INDRES32450,Responsibility
GERSSK4408,Skill
PHEREQ39203,Responsibility
INDRES15249,Responsibility
PHESKL25333,Requirement
GERSSK11446,Responsibility
HONRES14001,Responsibility
UAESSK7758,Responsibility
INDEXP8223,Experience
COGEDU892,Education
COGEDU10071,Education
GEREXP11044,Experience
GERRES7722,Responsibility
INDRES18032,Responsibility
HONSSK51786,Responsibility
HONSSK15394,SoftSkill
HONSSK7040,SoftSkill
UAEREQ45990,SoftSkill
GERRES7022,Responsibility
GERSKL2453,Requirement
UAEREQ8558,Skill
UAERES50620,Responsibility
PHEEDU20375,Education
UAESSK17899,SoftSkill
INDEXP15914,Experience
PHEREQ23664,Requirement
HONRES31198,Responsibility
GERREQ18370,Skill
COGRES22310,Responsibility
INDREQ3214,Requirement
GERREQ51188,Responsibility
INDRES31206,Responsibility
PHERES23925,Responsibility
GERRES5647,Responsibility
GERSKL22539,Responsibility
HONSSK11942,SoftSkill
GEREXP25723,Experience
INDEXP12588,Experience
COGSSK8651,SoftSkill
UAESKL6998,Skill
PHESKL31955,Requirement
HONSKL22091,Skill
COGRES9150,Responsibility
HONREQ2822,Requirement
PHESKL38570,Responsibility
UAESKL26428,Skill
HONREQ25411,SoftSkill
HONSSK28016,SoftSkill
COGRES16402,Responsibility
HONREQ16232,Requirement
INDEXP32746,Experience
INDSSK28150,Requirement
COGRES9899,Responsibility
INDRES23216,Responsibility
HONRES41414,Responsibility
GERREQ4845,Requirement
GEREXP4600,Experience
UAEEXP15162,Experience
GERREQ38542,Responsibility
INDREQ9625,Responsibility
PHEREQ17452,Skill
COGRES16530,Responsibility
COGREQ7845,Requirement
UAEEXP20224,Experience
HONEXP11877,Experience
COGSSK23394,SoftSkill
HONREQ12804,Responsibility
UAEREQ22324,Responsibility
INDRES28667,Responsibility
GERRES52178,Requirement
PHEEXP43169,Experience
INDEXP17322,Experience
HONREQ11565,SoftSkill
PHEEDU13528,Requirement
HONRES41552,SoftSkill
COGRES18781,Responsibility
UAEREQ40139,Requirement
UAESSK31317,Responsibility
GERSKL47305,Requirement
COGSKL12232,Requirement
COGSSK42920,Responsibility
HONSSK7980,SoftSkill
GERSSK25172,Responsibility
HONRES33577,Responsibility
UAESKL2820,Requirement
HONSKL2368,Requirement
UAEREQ5235,Requirement
PHEREQ33150,SoftSkill
COGSKL12525,Responsibility
COGSSK43016,Requirement
COGRES4120,Responsibility
GERRES4659,Responsibility
COGREQ40897,Requirement
GEREXP41678,Experience
COGRES5554,Responsibility
UAEEXP9335,Experience
UAEREQ12936,Skill
COGEDU25252,Education
GERREQ39587,Requirement
GEREDU41599,Education
GERRES12609,Responsibility
COGRES42404,Responsibility
PHERES52247,Responsibility
PHEREQ29644,Requirement
GERREQ6920,Requirement
PHEREQ4622,Education
UAERES901,Responsibility
UAERES16334,Responsibility
COGSKL8246,Responsibility
INDSKL21385,Requirement
UAEEXP9267,Experience
GERSKL40070,Education
PHEREQ19668,Requirement
UAESSK6978,Requirement
GERREQ12985,Skill
PHERES7880,Responsibility
GERREQ24959,Requirement
GERREQ5512,SoftSkill
GERSSK18306,Responsibility
COGRES13226,Responsibility
UAESSK11840,SoftSkill
COGRES18461,Responsibility
COGEXP16434,Experience
COGRES21453,Responsibility
HONSSK27158,SoftSkill
UAEEXP3536,Education
PHEREQ3121,Skill
COGRES530,Responsibility
HONREQ45808,Requirement
PHESSK6298,Requirement
GERREQ11933,SoftSkill
GERSSK6345,Responsibility
PHERES31128,Responsibility
UAESKL13584,Responsibility
INDRES11634,Responsibility
UAEEDU23700,Responsibility
PHESKL51876,Experience
HONREQ11501,Requirement
COGEDU12133,Education
PHERES37447,Responsibility
HONRES46095,Responsibility
COGEXP9270,Experience
UAERES3474,Responsibility
HONSKL11475,Skill
COGEDU41025,Education
GEREDU11306,Requirement
HONEXP293,Experience
UAESSK18180,SoftSkill
UAERES30472,Responsibility
GEREXP51443,Experience
UAEEXP35894,Requirement
UAESKL4128,Skill
HONRES19735,Responsibility
GERSSK37343,Requirement
PHESSK5634,SoftSkill
UAEREQ19858,Requirement
GERRES11115,Responsibility
COGEXP7567,Experience
UAESKL2129,Requirement
GEREDU20949,Responsibility
HONRES179,Responsibility
UAEEDU16520,Education
GERSSK37871,Responsibility
INDEXP36538,Skill
PHESKL3050,Skill
COGEXP14347,Experience
PHEEDU19879,Education
UAESKL50403,Requirement
PHESSK37612,Responsibility
UAESKL42872,Skill
GERREQ15163,Requirement
HONSKL52368,Requirement
PHERES40305,Responsibility
GERRES3004,Responsibility
INDRES47636,Responsibility
INDRES20746,Responsibility
GEREDU41043,Education
COGEDU37477,Education
HONSKL113,Responsibility
INDRES9633,Responsibility
PHERES15161,Responsibility
GERRES44609,Responsibility
HONREQ9702,Skill
UAERES16902,Responsibility
HONRES25215,Responsibility
PHESKL4925,Responsibility
COGSKL645,Responsibility
PHERES38245,Responsibility
UAEEDU34314,Education
COGSSK31826,Responsibility
INDRES10759,Responsibility
UAEEDU16681,Education
INDSKL3099,Skill
HONRES17488,Responsibility
COGRES50409,Skill
HONREQ44590,Requirement
UAEEDU32595,Requirement
PHERES14649,Responsibility
COGSSK17898,SoftSkill
INDREQ18973,Experience
GERRES44048,Responsibility
UAEEXP15988,Education
COGEDU44550,Education
PHERES141,Responsibility
UAERES12458,Responsibility
PHEEXP43303,Experience
INDREQ16487,Requirement
INDRES20989,Responsibility
UAESSK29196,SoftSkill
HONSSK4224,Skill
PHERES37435,Responsibility
INDSKL13960,Responsibility
UAERES52097,Responsibility
COGREQ3583,Responsibility
HONEXP7147,Experience
HONRES42879,Responsibility
PHEREQ12401,Requirement
HONEDU33952,Education
INDREQ39881,Requirement
PHEREQ3870,Education
PHESSK39926,Requirement
UAEEXP8758,Experience
GERREQ11230,Requirement
INDRES51373,Responsibility
PHEEDU3612,Education
COGEDU2138,Education
COGSSK25050,SoftSkill
COGSKL27991,Requirement
HONEXP20427,Experience
HONREQ35609,Skill
PHEREQ19887,Requirement
UAEREQ42353,Responsibility
PHERES398,Responsibility
PHESKL40340,Requirement
GERREQ33200,Requirement
COGSSK12773,Responsibility
COGRES15840,Responsibility
INDEXP9653,Responsibility
UAEREQ30677,Requirement
PHERES14898,Responsibility
GERRES52431,Responsibility
GERRES28335,Responsibility
UAERES31693,Responsibility
GERRES22358,Responsibility
PHESSK42540,Responsibility
UAEEXP2133,Experience
COGSSK19244,SoftSkill
UAESSK19746,SoftSkill
HONEXP35710,Experience
PHESSK18483,SoftSkill
HONEXP36386,Responsibility
UAEREQ13467,Education
HONSSK4682,SoftSkill
INDRES39916,Responsibility
COGRES25919,Responsibility
GEREXP45706,Experience
PHEREQ19409,Requirement
UAEEXP41848,Experience
PHESSK42111,SoftSkill
UAESSK5933,SoftSkill
PHESSK2513,Requirement
GERSSK4239,SoftSkill
UAEREQ51092,Responsibility
COGRES11144,Responsibility
PHEEXP739,Experience
PHEEXP23283,Responsibility
GERSSK545,Requirement
GERRES4564,Responsibility
UAEEXP16117,Responsibility
HONSSK44088,SoftSkill
GERREQ8534,Requirement
PHEEXP20907,Experience
HONSKL2710,Responsibility
HONRES14586,Responsibility
COGREQ18032,Skill
HONEXP14441,Experience
HONRES17950,SoftSkill
GEREXP4420,Experience
UAEREQ43630,Requirement
HONSSK21735,Requirement
INDEXP3993,Experience
HONEXP21285,Skill
PHEREQ14352,Requirement
GEREXP12088,Experience
HONSKL6559,Requirement
GEREXP16021,Experience
PHEEXP22207,Experience
GERRES51834,Responsibility
UAESKL45310,Responsibility
HONEDU31633,Education
COGREQ7118,Requirement
GERSSK15214,Requirement
INDREQ13607,Requirement
HONSKL44230,Requirement
HONSSK7714,Responsibility
PHEREQ17922,Requirement
PHERES5015,Responsibility
GERREQ28054,Requirement
UAERES48939,Responsibility
INDRES12124,Responsibility
HONEDU20048,Requirement
PHESKL26397,Requirement
UAEEXP31721,Experience
UAESKL12876,SoftSkill
COGEXP43043,Experience
COGSKL3041,Requirement
HONEXP36060,Experience
INDSSK6931,Requirement
INDRES4270,Responsibility
HONRES1669,Responsibility
PHESKL34457,Requirement
GERREQ20788,Responsibility
COGRES4877,Responsibility
UAEEXP28610,Requirement
HONRES8280,Responsibility
COGREQ21621,Responsibility
GEREXP44712,Experience
GERREQ8633,Responsibility
UAERES19236,Responsibility
INDREQ19999,Requirement
PHEREQ1867,Education
COGEXP23460,Experience
UAERES14685,Responsibility
PHEREQ43434,Requirement
GERREQ12626,Skill
UAERES48449,Responsibility
GERREQ37478,Requirement
PHEEXP34083,Experience
INDRES40161,Responsibility
COGRES21135,Responsibility
UAESSK14813,Requirement
COGSSK6180,Requirement
PHEREQ18561,Requirement
COGSKL389,Requirement
COGSSK25649,SoftSkill
HONREQ10131,Requirement
GERREQ1960,Requirement
COGSKL1869,Requirement
HONEDU18460,Responsibility
GEREXP7105,Skill
PHEREQ12791,Requirement
PHEREQ27092,Education
UAERES3806,Responsibility
INDEDU33879,Responsibility
INDSSK42230,SoftSkill
UAERES14936,Responsibility
COGSSK32189,SoftSkill
INDEXP14655,Experience
PHERES22079,Responsibility
COGREQ32167,Requirement
PHERES38080,Responsibility
PHERES20672,Responsibility
PHEEXP27638,Experience
COGRES39185,Responsibility
INDSKL19570,Skill
INDEXP23624,Experience
INDEXP21249,Experience
HONREQ2195,Requirement
HONSKL14330,Skill
COGRES4556,Responsibility
UAERES23214,Responsibility
PHEREQ29840,SoftSkill
HONSSK10962,Responsibility
HONSKL50328,Responsibility
GERRES32637,Responsibility
UAERES49791,Responsibility
GERSSK12649,SoftSkill
PHESKL18905,Requirement
PHEEXP10631,Experience
GEREDU13812,SoftSkill
PHERES11377,Responsibility
GEREXP10800,Experience
HONSKL10889,Requirement
UAESSK32619,SoftSkill
GERRES2478,Responsibility
GEREXP39610,Experience
GERRES27578,Responsibility
COGEXP30399,Requirement
PHERES28276,Responsibility
COGRES4269,Responsibility
COGREQ14114,SoftSkill
UAEEXP46226,Experience
PHEEXP5223,Experience
COGRES2459,Responsibility
UAERES4494,Skill
PHESSK21441,SoftSkill
COGSKL12244,Requirement
UAEEDU30814,Education
UAERES3983,Responsibility
HONRES51318,Responsibility
GERRES39156,Responsibility
INDSKL19306,Responsibility
GEREDU3606,Education
UAERES22696,Responsibility
UAEEDU20181,SoftSkill
INDSKL46164,Skill
COGEXP5286,Experience
UAESKL13389,SoftSkill
UAEEDU553,Education
HONREQ2345,Requirement
INDEXP13969,Experience
HONEXP43571,Experience
HONEXP35851,Experience
COGRES47181,Responsibility
COGRES30727,Responsibility
INDRES6882,Responsibility
INDSKL13786,Responsibility
UAESSK16166,SoftSkill
HONREQ36522,Requirement
GEREDU25466,Education
INDSSK12639,Skill
HONEXP52691,Experience
COGSSK27827,SoftSkill
HONRES9601,Responsibility
INDREQ20394,Requirement
HONSSK25735,SoftSkill
INDSSK13925,SoftSkill
HONSSK46056,SoftSkill
UAESSK44698,Responsibility
COGSKL45527,Requirement
UAESSK48040,Skill
HONRES32455,Responsibility
HONRES51973,Responsibility
INDRES37840,Skill
PHESSK11168,Requirement
INDRES16033,Responsibility
UAESSK40591,Skill
PHERES23110,Responsibility
HONREQ13730,Requirement
HONREQ15486,Requirement
COGEDU48581,Responsibility
HONSSK15033,SoftSkill
INDRES176,Responsibility
GERRES17511,Responsibility
COGREQ29804,Requirement
HONEXP4953,Experience
PHEREQ32845,Requirement
INDSSK44158,Responsibility
UAERES20480,Responsibility
HONEXP36536,Experience
COGRES18799,SoftSkill
HONSKL49051,Requirement
GERSSK2332,Requirement
HONREQ18410,Responsibility
INDREQ46307,Requirement
COGSSK6975,SoftSkill
HONRES24570,Responsibility
HONEXP19918,Experience
HONSKL1907,Skill
INDEXP42490,Experience
HONEXP13318,Experience
GERRES45233,SoftSkill
GERRES41258,Responsibility
HONRES6793,Responsibility
UAESKL7094,Requirement
COGSKL14452,Responsibility
HONREQ18599,Requirement
HONREQ28381,Requirement
GERREQ3674,Experience
HONRES6676,Responsibility
UAEREQ35743,Requirement
COGREQ15738,Requirement
HONSSK26318,Skill
INDEDU25117,Education
PHEREQ15993,Requirement
PHEREQ7879,Requirement
UAERES26737,Responsibility
COGRES19286,Responsibility
HONSSK47883,SoftSkill
HONEXP5154,Experience
PHERES12531,Responsibility
GERSKL19190,Skill
HONSKL12575,Responsibility
COGSSK14686,Requirement
PHESKL5004,Experience
GERSKL33121,Requirement
HONSSK11156,Responsibility
INDEXP16482,Experience
UAEREQ12338,Requirement
UAERES6988,Responsibility
HONSSK26633,Responsibility
GERSKL13462,Requirement
INDRES1410,Responsibility
HONREQ28009,Education
UAERES35087,Responsibility
HONRES8991,Responsibility
COGEXP16547,Experience
PHEREQ47627,Responsibility
INDEDU45503,Education
PHERES45402,Responsibility
GEREXP2977,Experience
PHERES33079,SoftSkill
COGREQ13448,Requirement
UAESSK21235,SoftSkill
PHEEXP4338,Experience
COGREQ8497,Responsibility
INDRES11114,Responsibility
INDSSK17548,SoftSkill
INDSSK39161,Skill
PHERES51905,Responsibility
COGRES47921,Responsibility
GERSKL4071,Responsibility
UAEEXP10950,Experience
PHEREQ13878,Responsibility
COGSKL48822,Requirement
COGSSK11157,Responsibility
HONREQ10989,Requirement
GERRES49031,Responsibility
HONSSK47399,Responsibility
PHEEDU26375,Education
HONEXP37085,Experience
GERREQ1732,Responsibility
COGSSK39604,Requirement
GERSSK38596,SoftSkill
PHEEDU19481,Education
GEREXP29033,Experience
UAERES11961,Responsibility
COGEXP2159,SoftSkill
UAEREQ16750,Skill
GERRES45225,Responsibility
PHERES20601,Responsibility
COGEXP34987,Requirement
UAESSK8042,SoftSkill
GERREQ15559,Requirement
HONREQ35114,Responsibility
PHEEXP35030,Responsibility
COGEXP14821,Experience
GEREXP11231,Experience
HONSSK40728,SoftSkill
HONSKL52089,Responsibility
HONSKL23483,Responsibility
COGREQ27935,Requirement
HONREQ17163,Experience
GEREDU37633,Education
GERSSK1205,Requirement
HONREQ29952,Responsibility
UAERES27749,SoftSkill
PHERES2862,Responsibility
HONSSK50428,Requirement
UAESKL9374,Requirement
HONSKL8868,Requirement
GERRES39332,Responsibility
HONSKL12322,Requirement
HONEXP19353,Experience
UAESSK3285,Skill
PHEEDU5501,Responsibility
COGRES3908,Responsibility
INDEXP21716,Experience
PHEEXP3441,Experience
GERSSK4810,SoftSkill
PHEREQ19649,Responsibility
GERSSK25806,SoftSkill
UAESSK42086,SoftSkill
PHERES37650,Responsibility
PHESSK9276,SoftSkill
COGREQ11828,Requirement
HONEDU805,Education
GERRES5465,Responsibility
COGRES3790,Responsibility
HONEDU21773,Education
GERRES14148,Responsibility
PHERES50168,Requirement
HONEDU6571,Skill
INDSSK10060,Responsibility
COGRES20231,Responsibility
INDRES13836,Responsibility
UAEREQ17652,Requirement
COGEXP11329,Experience
GERSSK19265,Requirement
INDEXP12647,Experience
PHEEDU3446,Responsibility
GERRES20393,Responsibility
GEREDU5494,SoftSkill
HONREQ41286,Requirement
UAEREQ11270,Requirement
INDRES41504,Responsibility
INDRES3071,Responsibility
COGREQ17645,Requirement
GEREXP6654,Skill
GERREQ51047,Requirement
INDRES31555,Responsibility
COGRES14573,Responsibility
UAESKL41554,Skill
HONREQ3002,Requirement
HONSSK50582,SoftSkill
PHEEXP14163,Experience
INDSKL7352,Responsibility
HONRES29607,Responsibility
PHEEXP8201,Experience
HONRES12574,Responsibility
INDREQ1822,Requirement
INDEXP36921,Experience
PHEEXP43025,Experience
COGREQ21420,Responsibility
INDRES5737,Responsibility
GEREXP30689,Experience
INDSSK46410,Responsibility
GERSSK25188,SoftSkill
INDEXP7299,Experience
HONREQ13648,Requirement
COGRES14800,Responsibility
UAESKL6900,Responsibility
GERREQ26354,Requirement
UAEEDU26660,Responsibility
GERRES18172,Responsibility
GERRES24052,Responsibility
COGSSK8130,SoftSkill
UAESKL10979,Skill
UAEREQ14389,Requirement
INDSSK716,SoftSkill
UAEREQ3650,SoftSkill
COGSKL36816,Requirement
HONREQ34128,Requirement
COGEDU2742,Education
COGEXP41396,Experience
INDREQ15064,Responsibility
GERRES24492,Responsibility
PHEREQ30993,Requirement
HONSSK23521,Requirement
GERSSK6973,SoftSkill
INDRES10723,Requirement
COGRES36389,Responsibility
INDSSK51773,SoftSkill
PHEEXP46310,Experience
COGRES43506,Responsibility
INDRES27563,Responsibility
PHEEXP26623,Experience
INDRES42446,Responsibility
GERRES43618,Responsibility
UAESKL6764,Requirement
GERRES47040,Responsibility
INDEXP1778,Experience
HONSKL3213,Requirement
PHERES6335,Responsibility
GERRES34764,Responsibility
GEREDU22406,Responsibility
INDREQ20643,Responsibility
PHEEDU17641,Requirement
UAEEXP3388,Experience
COGREQ16377,Requirement
PHESKL24776,Skill
INDEXP7538,Experience
INDREQ17226,Requirement
UAESSK36837,Education
GERSSK41225,Responsibility
COGRES3929,Responsibility
HONSSK19471,Requirement
GEREXP1581,Experience
